status,name,survivor,survivorAtMerge,rule,decidedBy,ruleVersion,evidence,at,source,detail
event,Paul Cesar Helleu,Paul César Helleu,Paul César Helleu,humanPairs,human,ARTIST-MERGE-3.x pairs,fold,2026-09-16T13:16:05.918957+00:00,artist_pairs_presnapshot_2026-09-16T131605.json,
event,Paul Gavarni,Hippolyte Guillaume Sulpice Chevalier dit Paul Gavarni,Hippolyte Guillaume Sulpice Chevalier dit Paul Gavarni,humanPairs,human,ARTIST-MERGE-3.x pairs,reviewed pairs run; the snapshot records no evidence,2026-09-15T21:56:01.573807+00:00,artist_pairs_presnapshot_2026-09-15T215601.json,
event,Pedro Joseph de Lemos,Pedro Joseph Lemos,Pedro Joseph Lemos,humanPairs,human,ARTIST-MERGE-3.x pairs,reviewed pairs run; the snapshot records no evidence,2026-09-15T21:56:01.573807+00:00,artist_pairs_presnapshot_2026-09-15T215601.json,
event,Peter Blake RDI,Peter Blake,Peter Blake,humanPairs,human,ARTIST-MERGE-3.x pairs,"shared-image scan: 3 near-duplicate image pair(s), max cosine 0.9834, name relation tokenSubset; birth year agrees on both sides; survivor holds the Getty ULAN",2026-09-13T08:04:26.688434+00:00,artist_pairs_presnapshot_2026-09-13T080426.json,
event,Peter Godfrey Coker,Peter Coker,Peter Coker,humanPairs,human,ARTIST-MERGE-3.x pairs,reviewed pairs run; the snapshot records no evidence,2026-09-15T21:56:01.573807+00:00,artist_pairs_presnapshot_2026-09-15T215601.json,
event,Peter Stroud,Peter Anthony Stroud,Peter Anthony Stroud,ulanCanonical,rule,ARTIST-MERGE-3.x ulan-canon,same ULAN id 500009566 held under two URL forms,2026-09-12T07:51:49.958359+00:00,ulan_canon_presnapshot_2026-09-12.json,
event,Pierre Courtin,Pierre Louis Maurice Courtin,Pierre Louis Maurice Courtin,humanPairs,human,ARTIST-MERGE-3.x pairs,reviewed pairs run; the snapshot records no evidence,2026-09-15T21:56:01.573807+00:00,artist_pairs_presnapshot_2026-09-15T215601.json,
event,Pierre Fernandez Arman,Arman,Arman,humanPairs,human,ARTIST-MERGE-3.x pairs,reviewed pairs run; the snapshot records no evidence,2026-09-15T21:56:01.573807+00:00,artist_pairs_presnapshot_2026-09-15T215601.json,
event,Pierre Joseph Celestin Redouté,Pierre-Joseph Redouté,Pierre-Joseph Redouté,kmIdentityRepair,human,KM-DUP-MERGE-1.0,"'Redouté, Pierre-Joseph' is a recorded name of manually verified ULAN 500005678; other node born 1759 = ULAN 1759",2026-09-19T102858,km_artist_repair_merge_presnapshot_2026-09-19T102858.json,
event,Pierre Tal-coat,Pierre Tal-Coat,Pierre Tal-Coat,humanPairs,human,ARTIST-MERGE-3.x pairs,reviewed pairs run; the snapshot records no evidence,2026-09-15T21:18:37.203141+00:00,artist_pairs_presnapshot_2026-09-15T211837.json,
event,Pierre-auguste Renoir,Pierre-Auguste Renoir,Pierre-Auguste Renoir,humanPairs,human,ARTIST-MERGE-3.x pairs,reviewed pairs run; the snapshot records no evidence,2026-09-15T21:18:37.203141+00:00,artist_pairs_presnapshot_2026-09-15T211837.json,
event,Pieter Brueghel Elder,Pieter Bruegel Elder,,nameTypoDatesAgree,rule,ARTIST-MERGE-3.x band-b,"splink band B, B3b typo, name evidence alone; name level jw094; match weight 25.00; DINOv2 max 0.584",2026-09-12T08:20:47.914002+00:00,band_b_presnapshot_2026-09-12.json,
event,Privat Livemont,Henri Privat-Livemont,,nameFuzzyImageCorroborated,rule,ARTIST-MERGE-3.x band-b,"splink band B, B3 fuzzy, DINOv2 corroborated; name level token_subset; match weight 20.61; DINOv2 max 0.930",2026-09-15T21:31:52.259674+00:00,band_b_presnapshot_2026-09-15T213152.json,
event,Probably Jules Pascin,Jules Pascin,Jules Pascin,humanPairs,human,ARTIST-MERGE-3.x pairs,reviewed pairs run; the snapshot records no evidence,2026-09-15T21:56:01.573807+00:00,artist_pairs_presnapshot_2026-09-15T215601.json,
event,Publisher: Dr Robert Thornton,Robert John Thornton,Robert John Thornton,humanPairs,human,ARTIST-MERGE-3.x pairs,"shared-image scan, family-name flag reviewed and cleared: Thornton published Temple of Flora; the node is his publisher credit",2026-09-13T08:26:54.928061+00:00,artist_pairs_presnapshot_2026-09-13T082654.json,
event,R.B. Kitaj,Ronald Brooks Kitaj,Ronald Brooks Kitaj,survivorRenamed,rule,ARTIST-MERGE-3.x ulan-canon,same ULAN id 500007852 held under two URL forms,2026-09-12T07:51:49.958359+00:00,ulan_canon_presnapshot_2026-09-12.json,
event,RTO Reg Butler,Reg Butler,,nameFuzzyImageCorroborated,rule,ARTIST-MERGE-3.x band-b,"splink band B, B3 fuzzy, DINOv2 corroborated; name level token_subset; match weight 20.56; DINOv2 max 0.952",2026-09-12T08:20:47.914002+00:00,band_b_presnapshot_2026-09-12.json,
event,Ralph Idris Steadman,Ralph Steadman,Ralph Steadman,humanPairs,human,ARTIST-MERGE-3.x pairs,reviewed pairs run; the snapshot records no evidence,2026-09-15T21:56:01.573807+00:00,artist_pairs_presnapshot_2026-09-15T215601.json,
event,Raoul Duffy,Raoul Dufy,,nameTypoDatesAgree,rule,ARTIST-MERGE-3.x band-b,"splink band B, B3b typo, name evidence alone; name level jw094; match weight 27.96; DINOv2 max 0.699",2026-09-12T08:20:47.914002+00:00,band_b_presnapshot_2026-09-12.json,
event,Rembrandt,Rembrandt van Rijn,Rembrandt van Rijn,aliasShadowing,human,ARTIST-MERGE-3.x pairs,unpriced duplicate of an aliased name (Swann ingest),2026-09-16T13:16:05.918957+00:00,artist_pairs_presnapshot_2026-09-16T131605.json,
event,Rene Magritte,René Magritte,René Magritte,humanPairs,human,ARTIST-MERGE-3.x pairs,fold,2026-09-16T13:16:05.918957+00:00,artist_pairs_presnapshot_2026-09-16T131605.json,
event,Richard John Haas,Richard Haas,Richard Haas,humanPairs,human,ARTIST-MERGE-3.x pairs,reviewed pairs run; the snapshot records no evidence,2026-09-15T21:56:01.573807+00:00,artist_pairs_presnapshot_2026-09-15T215601.json,
event,Richard W. Rummell,Richard Rummell,Richard Rummell,humanPairs,human,ARTIST-MERGE-3.x pairs,reviewed pairs run; the snapshot records no evidence,2026-09-15T21:56:01.573807+00:00,artist_pairs_presnapshot_2026-09-15T215601.json,
event,Robert Alan Bechtle,Robert Bechtle,Robert Bechtle,humanPairs,human,ARTIST-MERGE-3.x pairs,reviewed pairs run; the snapshot records no evidence,2026-09-15T21:56:01.573807+00:00,artist_pairs_presnapshot_2026-09-15T215601.json,
event,Robert Arthur Goodnough,Robert Goodnough,Robert Goodnough,humanPairs,human,ARTIST-MERGE-3.x pairs,reviewed pairs run; the snapshot records no evidence,2026-09-15T21:56:01.573807+00:00,artist_pairs_presnapshot_2026-09-15T215601.json,
event,Robert O. Lenkiewicz,Robert Lenkiewicz,Robert Lenkiewicz,humanPairs,human,ARTIST-MERGE-3.x pairs,reviewed pairs run; the snapshot records no evidence,2026-09-15T21:56:01.573807+00:00,artist_pairs_presnapshot_2026-09-15T215601.json,
event,Robert Polhill Bevan,Robert Bevan,Robert Bevan,humanPairs,human,ARTIST-MERGE-3.x pairs,reviewed pairs run; the snapshot records no evidence,2026-09-15T21:56:01.573807+00:00,artist_pairs_presnapshot_2026-09-15T215601.json,
event,Robert Rauchenberg,Robert Rauschenberg,,nameTypoDatesAgree,rule,ARTIST-MERGE-3.x band-b,"splink band B, B3b typo, name evidence alone; name level jw094; match weight 27.96; DINOv2 max 0.337",2026-09-12T08:20:47.914002+00:00,band_b_presnapshot_2026-09-12.json,
event,Roberto Sebastián Matta,Roberto Matta,Roberto Matta,humanPairs,human,ARTIST-MERGE-3.x pairs,reviewed pairs run; the snapshot records no evidence,2026-09-15T21:56:01.573807+00:00,artist_pairs_presnapshot_2026-09-15T215601.json,
event,Roger Yutaka Shimomura,Roger Shimomura,Roger Shimomura,humanPairs,human,ARTIST-MERGE-3.x pairs,reviewed pairs run; the snapshot records no evidence,2026-09-15T21:56:01.573807+00:00,artist_pairs_presnapshot_2026-09-15T215601.json,
event,Roland Brooks Kitaj,Ronald Brooks Kitaj,,nameTypoDatesAgree,rule,ARTIST-MERGE-3.x band-b,"splink band B, B3b typo, name evidence alone; name level jw094; match weight 26.31",2026-09-12T08:20:47.914002+00:00,band_b_presnapshot_2026-09-12.json,
event,Ronald William Fordham Searle,Ronald Searle,Ronald Searle,humanPairs,human,ARTIST-MERGE-3.x pairs,"shared-image scan, family-name flag reviewed and cleared: full name against the short form; ULAN on the survivor",2026-09-13T08:26:54.928061+00:00,artist_pairs_presnapshot_2026-09-13T082654.json,
event,STIK and Thierry Noir,Thierry Noir and Stik,Thierry Noir and Stik,humanPairs,human,ARTIST-MERGE-3.x pairs,"shared-image scan: 1 near-duplicate image pair(s), max cosine 0.9605, name relation sameTokens; birth year agrees on both sides; survivor holds the larger body of work",2026-09-13T08:04:26.688434+00:00,artist_pairs_presnapshot_2026-09-13T080426.json,
event,Salvador DaIí,Salvador Dalí,Salvador Dalí,humanPairs,human,ARTIST-MERGE-3.x pairs,"shared-image scan: 1 near-duplicate image pair(s), max cosine 0.9305, name relation oneTokenDiffers; birth year agrees on both sides; survivor holds the Getty ULAN",2026-09-13T08:04:26.688434+00:00,artist_pairs_presnapshot_2026-09-13T080426.json,
event,Sam Taylor-Wood,Sam Taylor-Johnson,Sam Taylor-Johnson,humanPairs,human,ARTIST-MERGE-3.x pairs,"shared-image scan: 3 near-duplicate image pair(s), max cosine 0.9758, name relation oneTokenDiffers; birth year agrees on both sides; survivor holds the Getty ULAN",2026-09-13T08:04:26.688434+00:00,artist_pairs_presnapshot_2026-09-13T080426.json,
event,Samuel L. Margolies,Samuel Margolies,,nameFuzzyImageCorroborated,rule,ARTIST-MERGE-3.x band-b,"splink band B, B3 fuzzy, DINOv2 corroborated; name level token_subset; match weight 21.33; DINOv2 max 0.979",2026-09-15T21:31:52.259674+00:00,band_b_presnapshot_2026-09-15T213152.json,
event,Shephard Fairey,Shepard Fairey (Obey),,nameTypoDatesAgree,rule,ARTIST-MERGE-3.x band-b,"splink band B, B3b typo, name evidence alone; name level jw094; match weight 22.25; DINOv2 max 0.639",2026-09-12T08:20:47.914002+00:00,band_b_presnapshot_2026-09-12.json,
event,Shiko Munakata,Shikō Munakata,Shikō Munakata,humanPairs,human,ARTIST-MERGE-3.x pairs,fold,2026-09-16T13:16:05.918957+00:00,artist_pairs_presnapshot_2026-09-16T131605.json,
event,Sir Edward Coley Burne-Jones,Edward Coley Burne-Jones,Edward Coley Burne-Jones,kmIdentityRepair,human,KM-DUP-MERGE-1.0,same name once 'Sir' is stripped (rule 'honorific'); KM node's ULAN 500001381 was manually verified,2026-09-19T102858,km_artist_repair_merge_presnapshot_2026-09-19T102858.json,
event,Sir Edwin Henry Landseer,Edwin Henry Landseer,Edwin Henry Landseer,kmIdentityRepair,human,KM-DUP-MERGE-1.0,same name once 'Sir' is stripped (repo rule 'honorific'); other node born 1802 = Landseer,2026-09-19T102858,km_artist_repair_merge_presnapshot_2026-09-19T102858.json,
event,Sir Frank Brangwyn,Frank William Brangwyn,Sir Frank William Brangwyn,survivorRenamed,rule,ARTIST-MERGE-3.x ulan-canon,same ULAN id 500026093 held under two URL forms,2026-09-12T07:51:49.958359+00:00,ulan_canon_presnapshot_2026-09-12.json,
event,Sir Frank William Brangwyn,Frank William Brangwyn,Sir Frank William Brangwyn,ulanCanonical,rule,ARTIST-MERGE-3.x ulan-canon,same ULAN id 500026093 held under two URL forms,2026-09-12T07:51:49.958359+00:00,ulan_canon_presnapshot_2026-09-12.json,
event,Sir Lawrence Alma-Tadema,Lawrence Alma-Tadema,Lawrence Alma-Tadema,kmIdentityRepair,human,KM-DUP-MERGE-1.0,same name once 'Sir' is stripped (rule 'honorific'); KM node's ULAN 500008100 was high_confidence_auto,2026-09-19T102858,km_artist_repair_merge_presnapshot_2026-09-19T102858.json,
event,Sonia Delauney,Sonia Delaunay,Sonia Delaunay,humanPairs,human,ARTIST-MERGE-3.x pairs,"shared-image scan: 1 near-duplicate image pair(s), max cosine 0.9772, name relation oneTokenDiffers; birth year agrees on both sides; survivor holds the Getty ULAN",2026-09-13T08:04:26.688434+00:00,artist_pairs_presnapshot_2026-09-13T080426.json,
event,Stanley W. Hayter,Stanley William Hayter,,nameFuzzyImageCorroborated,rule,ARTIST-MERGE-3.x band-b,"splink band B, B3 fuzzy, DINOv2 corroborated; name level jw088; match weight 23.88; DINOv2 max 0.856",2026-09-15T21:31:52.259674+00:00,band_b_presnapshot_2026-09-15T213152.json,
event,Stanton Macdonald-wright,Stanton Macdonald-Wright,Stanton Macdonald-Wright,humanPairs,human,ARTIST-MERGE-3.x pairs,reviewed pairs run; the snapshot records no evidence,2026-09-15T21:18:37.203141+00:00,artist_pairs_presnapshot_2026-09-15T211837.json,
event,Stephen J. Powers,Stephen Powers,Stephen Powers,humanPairs,human,ARTIST-MERGE-3.x pairs,reviewed pairs run; the snapshot records no evidence,2026-09-15T21:56:01.573807+00:00,artist_pairs_presnapshot_2026-09-15T215601.json,
event,Terence Cuneo,Terence Tenison Cuneo CVO RGI FGRA,Terence Tenison Cuneo CVO RGI FGRA,humanPairs,human,ARTIST-MERGE-3.x pairs,reviewed pairs run; the snapshot records no evidence,2026-09-15T21:56:01.573807+00:00,artist_pairs_presnapshot_2026-09-15T215601.json,
event,Terence David La Noue,Terence La Noue,Terence La Noue,humanPairs,human,ARTIST-MERGE-3.x pairs,reviewed pairs run; the snapshot records no evidence,2026-09-15T21:56:01.573807+00:00,artist_pairs_presnapshot_2026-09-15T215601.json,
event,Theophile-Alexandre Steinlen,Théophile Alexandre Steinlen,Théophile Alexandre Steinlen,aliasShadowing,human,ARTIST-MERGE-3.x pairs,unpriced duplicate of an aliased name (Swann ingest),2026-09-16T13:16:05.918957+00:00,artist_pairs_presnapshot_2026-09-16T131605.json,
event,Théophile-Alexandre Steinlen,Théophile Alexandre Steinlen,,nameNormalised,rule,ARTIST-MERGE-3.x band-b,"splink band B, B1 exact under normalisation; name level exact_norm; match weight 31.74; DINOv2 max 0.960",2026-09-15T21:31:52.259674+00:00,band_b_presnapshot_2026-09-15T213152.json,
event,Tom Phillips CBA,Tom Phillips,Tom Phillips,humanPairs,human,ARTIST-MERGE-3.x pairs,reviewed pairs run; the snapshot records no evidence,2026-09-15T21:56:01.573807+00:00,artist_pairs_presnapshot_2026-09-15T215601.json,
event,Tom Wesselman,Tom Wesselmann,,nameTypoDatesAgree,rule,ARTIST-MERGE-3.x band-b,"splink band B, B3b typo, name evidence alone; name level jw094; match weight 27.96; DINOv2 max 0.352",2026-09-12T08:20:47.914002+00:00,band_b_presnapshot_2026-09-12.json,
event,Toulouse Lautrec,Henri de Toulouse-Lautrec,Henri de Toulouse-Lautrec,ulanCanonical,rule,ARTIST-MERGE-3.x ulan-canon,same ULAN id 500029114 held under two URL forms,2026-09-12T07:51:49.958359+00:00,ulan_canon_presnapshot_2026-09-12.json,
event,Tsuguharu Foujita,Léonard Tsuguharu Foujita,,nameFuzzyImageCorroborated,rule,ARTIST-MERGE-3.x band-b,"splink band B, B3 fuzzy, DINOv2 corroborated; name level token_subset; match weight 20.61; DINOv2 max 0.977",2026-09-15T21:31:52.259674+00:00,band_b_presnapshot_2026-09-15T213152.json,
event,Tunyi Adenyi-Jones,Tunji Adeniyi-Jones,Tunji Adeniyi-Jones,humanPairs,human,ARTIST-MERGE-3.x pairs,"shared-image scan: 1 near-duplicate image pair(s), max cosine 0.9361, name relation spellingNearMiss; birth year agrees on both sides; survivor holds the Getty ULAN",2026-09-13T08:04:26.688434+00:00,artist_pairs_presnapshot_2026-09-13T080426.json,
event,TÀPIES Antoni,Antoni Tàpies,Antoni Tàpies,aliasShadowing,human,ARTIST-MERGE-3.x pairs,unpriced duplicate of an aliased name (Swann ingest),2026-09-16T13:16:05.918957+00:00,artist_pairs_presnapshot_2026-09-16T131605.json,
event,Walter Henry Williams,Walter Williams,Walter Williams,humanPairs,human,ARTIST-MERGE-3.x pairs,reviewed pairs run; the snapshot records no evidence,2026-09-15T21:56:01.573807+00:00,artist_pairs_presnapshot_2026-09-15T215601.json,
event,Walter J. Phillips,Walter Joseph Phillips,Walter Joseph Phillips,humanPairs,human,ARTIST-MERGE-3.x pairs,reviewed pairs run; the snapshot records no evidence,2026-09-15T21:56:01.573807+00:00,artist_pairs_presnapshot_2026-09-15T215601.json,
event,Walter R. Rogalski,Walter Rogalski,Walter Rogalski,survivorRenamed,rule,ARTIST-MERGE-3.x ulan-canon,same ULAN id 500055119 held under two URL forms,2026-09-12T07:51:49.958359+00:00,ulan_canon_presnapshot_2026-09-12.json,
event,Walter Richard Sickert,Walter Sickert,Walter Sickert,aliasShadowing,human,ARTIST-MERGE-3.x pairs,unpriced duplicate of an aliased name (Swann ingest),2026-09-16T13:16:05.918957+00:00,artist_pairs_presnapshot_2026-09-16T131605.json,
event,Walter Richard Sickert R.A,Walter Sickert,Walter Sickert,humanPairs,human,ARTIST-MERGE-3.x pairs,reviewed pairs run; the snapshot records no evidence,2026-09-15T21:56:01.573807+00:00,artist_pairs_presnapshot_2026-09-15T215601.json,
event,Wassily Kandisky,Wassily Kandinsky,,nameTypoDatesAgree,rule,ARTIST-MERGE-3.x band-b,"splink band B, B3b typo, name evidence alone; name level jw094; match weight 24.74; DINOv2 max 0.457",2026-09-12T08:20:47.914002+00:00,band_b_presnapshot_2026-09-12.json,
event,Werner Pawlock,Werner Pawlok,Werner Pawlok,humanPairs,human,ARTIST-MERGE-3.x pairs,"shared-image scan: 1 near-duplicate image pair(s), max cosine 0.9891, name relation oneTokenDiffers; birth year agrees on both sides; survivor is the correct spelling",2026-09-13T08:04:26.688434+00:00,artist_pairs_presnapshot_2026-09-13T080426.json,
event,Wilfredo Lam,Wifredo Lam,Wifredo Lam,ulanCanonical,rule,ARTIST-MERGE-3.x ulan-canon,same ULAN id 500006317 held under two URL forms,2026-09-12T07:51:49.958359+00:00,ulan_canon_presnapshot_2026-09-12.json,
event,William F Walcot,William Walcot RBA RE,William Walcot RBA RE,humanPairs,human,ARTIST-MERGE-3.x pairs,reviewed pairs run; the snapshot records no evidence,2026-09-15T21:56:01.573807+00:00,artist_pairs_presnapshot_2026-09-15T215601.json,
event,William H. Bailey,William Bailey,William Bailey,humanPairs,human,ARTIST-MERGE-3.x pairs,reviewed pairs run; the snapshot records no evidence,2026-09-15T21:56:01.573807+00:00,artist_pairs_presnapshot_2026-09-15T215601.json,
event,William Joseph Kentridge,William Kentridge,William Kentridge,humanPairs,human,ARTIST-MERGE-3.x pairs,reviewed pairs run; the snapshot records no evidence,2026-09-15T21:56:01.573807+00:00,artist_pairs_presnapshot_2026-09-15T215601.json,
event,William S. Rice,William Seltzer Rice,,nameFuzzyImageCorroborated,rule,ARTIST-MERGE-3.x band-b,"splink band B, B3 fuzzy, DINOv2 corroborated; name level jw088; match weight 23.88; DINOv2 max 0.809",2026-09-15T21:31:52.259674+00:00,band_b_presnapshot_2026-09-15T213152.json,
event,YinkaShonibare,Yinka Shonibare,Yinka Shonibare,humanPairs,human,ARTIST-MERGE-3.x pairs,"shared-image scan: 1 near-duplicate image pair(s), max cosine 0.9478, name relation spellingNearMiss; birth year absent on one side; survivor holds the Getty ULAN",2026-09-13T08:04:26.688434+00:00,artist_pairs_presnapshot_2026-09-13T080426.json,
event,Yoshimoto Nara,Yoshitomo Nara,Yoshitomo Nara,humanPairs,human,ARTIST-MERGE-3.x pairs,"shared-image scan: 9 near-duplicate image pair(s), max cosine 0.9997, name relation oneTokenDiffers; birth year agrees on both sides; survivor holds the Getty ULAN",2026-09-13T08:04:26.688434+00:00,artist_pairs_presnapshot_2026-09-13T080426.json,
event,Yoshitomo Nara and Hiroshi Sugito,Yoshitomo Nara & Hiroshi Sugimoto,Yoshitomo Nara & Hiroshi Sugimoto,humanPairs,human,ARTIST-MERGE-3.x pairs,"shared-image scan: 2 near-duplicate image pair(s), max cosine 0.9629, name relation oneTokenDiffers; birth year agrees on both sides; survivor is the correct spelling",2026-09-13T08:04:26.688434+00:00,artist_pairs_presnapshot_2026-09-13T080426.json,
event,Zao Wou-ki,Zao Wou-Ki,Zao Wou-Ki,humanPairs,human,ARTIST-MERGE-3.x pairs,reviewed pairs run; the snapshot records no evidence,2026-09-15T21:18:37.203141+00:00,artist_pairs_presnapshot_2026-09-15T211837.json,
event,\jean-émile Laboureur,Jean Émile Laboureur,Jean-Émile Laboureur,humanPairs,human,ARTIST-MERGE-3.x pairs,reviewed pairs run; the snapshot records no evidence,2026-09-15T21:19:36.724268+00:00,artist_pairs_presnapshot_2026-09-15T211936.json,
event,Édouard Vuillard,Edouard Vuillard,Edouard Vuillard,humanPairs,human,ARTIST-MERGE-3.x pairs,fold,2026-09-16T13:16:05.918957+00:00,artist_pairs_presnapshot_2026-09-16T131605.json,
event,Émile-jean Sulpis,Émile-Jean Sulpis,Émile-Jean Sulpis,humanPairs,human,ARTIST-MERGE-3.x pairs,reviewed pairs run; the snapshot records no evidence,2026-09-15T21:18:37.203141+00:00,artist_pairs_presnapshot_2026-09-15T211837.json,
unresolved,Antonio Canaletto | Antonio Canal known as Canaletto,,,humanPairs,,,,2026-09-15T21:56:01.573807+00:00,artist_pairs_presnapshot_2026-09-15T215601.json,0 live node(s) carry both names; holders ['Antonio Canal called Canaletto'] / ['Antonio Canal known as il Canaletto']
unresolved,Antonio Canaletto | Antonio Canal known as il Canaletto,,,humanPairs,,,,2026-09-15T21:56:01.573807+00:00,artist_pairs_presnapshot_2026-09-15T215601.json,0 live node(s) carry both names; holders ['Antonio Canal called Canaletto'] / ['Antonio Canal known as il Canaletto']
unresolved,Antonio Canaletto | Giovanni Antonio Canaletto,,,humanPairs,,,,2026-09-15T21:56:01.573807+00:00,artist_pairs_presnapshot_2026-09-15T215601.json,0 live node(s) carry both names; holders ['Antonio Canal called Canaletto'] / ['Giovanni Antonio Canaletto']
unresolved,Marc Chagall | Marc Chagall. Quai de la Tournelle,,,humanPairs,,,,2026-09-15T21:56:01.573807+00:00,artist_pairs_presnapshot_2026-09-15T215601.json,0 live node(s) carry both names; holders ['Marc Chagall'] / []
