erId,size,artist,title,medium,signed,sold,hammerGBP,saleDate,url,lotId,action,reason,editionNote
forum-163943-er,8,Oleg Kudryashov,,Etching with aquatint,True,True,350.0,2026-03-31,https://www.forumauctions.co.uk/bidding/1198-prints-works-on-paper-1500-2026-1091/63-oleg-kudryashov-1932-2022untitled-no-2126-163943,163943,clear,no 'edition of N' in the note,
forum-163966-er,4,Tom Wesselmann,Drawing for Two Nudes,Pen and ink on tracing paper,True,False,,2026-03-31,https://www.forumauctions.co.uk/bidding/1198-prints-works-on-paper-1500-2026-1091/136-tom-wesselmann-1931-2004-drawing-for-two-nudes-163966,163966,clear,no 'edition of N' in the note,
forum-163974-er,8,Andy Warhol,,Offset lithograph printed in orange,False,True,7500.0,2026-03-31,https://www.forumauctions.co.uk/bidding/1198-prints-works-on-paper-1500-2026-1091/126-andy-warhol-1928-1987-tattooed-woman-holding-a-rose-not-in-163974,163974,clear,no 'edition of N' in the note,
forum-163975-er,8,James McQueen,My Castle My Rules (Door) (Original Painting),Mixed media on vintage door,True,False,,2026-03-31,https://www.forumauctions.co.uk/bidding/1198-prints-works-on-paper-1500-2026-1091/81-james-mcqueen-b1977-my-castle-my-rules-door-original-163975,163975,clear,no 'edition of N' in the note,
forum-163988-er,8,Andy Warhol,,The book,True,True,850.0,2026-03-31,https://www.forumauctions.co.uk/bidding/1198-prints-works-on-paper-1500-2026-1091/125-andy-warhol-1928-1987the-philosophy-of-andy-warhol-from-a-163988,163988,clear,no 'edition of N' in the note,
forum-163989-er,4,Marc Chagall . Charles Sorlier,"The Tribe of Benjamin, from Twelve Maquettes of Stained Glass Windows for Jerusalem",Lithograph printed in colours,True,True,3200.0,2026-03-31,https://www.forumauctions.co.uk/bidding/1198-prints-works-on-paper-1500-2026-1091/198-marc-chagall-1887-1985-after-the-tribe-of-benjamin-from-163989,163989,clear,no 'edition of N' in the note,numbered from the edition 150
forum-163991-er,8,Chris Levine,"Kate Moss, She's Light (Dots)",Archival inkjet print with screenprint in colours,False,False,,2026-03-31,https://www.forumauctions.co.uk/bidding/1198-prints-works-on-paper-1500-2026-1091/67-chris-levine-b1960kate-moss-shes-light-dots-163991,163991,clear,no 'edition of N' in the note,
forum-163993-er,4,Rembrandt van Rijn,Young man in a velvet cap (Petrus Sylvius?),Etching,False,True,7000.0,2026-03-31,https://www.forumauctions.co.uk/bidding/1198-prints-works-on-paper-1500-2026-1091/300-rembrandt-harmensz-van-rijn-1606-1669-young-man-in-a-velvet-163993,163993,clear,no 'edition of N' in the note,
forum-163999-er,4,Andy Warhol,,Silver mylar inflatable pillow-shaped balloon,False,False,,2026-03-31,https://www.forumauctions.co.uk/bidding/1198-prints-works-on-paper-1500-2026-1091/127-andy-warhol-1928-1987-silver-clouds-163999,163999,clear,no 'edition of N' in the note,
forum-164000-er,8,Henri Matisse,Prospectus for Jazz,The extremely rare pamphlet,True,False,,2026-03-31,https://www.forumauctions.co.uk/bidding/1198-prints-works-on-paper-1500-2026-1091/227-henri-matisse-1869-1954prospectus-for-jazz-164000,164000,clear,no 'edition of N' in the note,
forum-164009-er,8,Andy Warhol,,Offset lithograph hand-finished with watercolour,False,False,,2026-03-31,https://www.forumauctions.co.uk/bidding/1198-prints-works-on-paper-1500-2026-1091/124-andy-warhol-1928-1987waterzoie-from-wild-raspberries-see-164009,164009,clear,no 'edition of N' in the note,
forum-164010-er,2,Andy Warhol,,Offset lithograph hand-finished with watercolour,False,True,1000.0,2026-03-31,https://www.forumauctions.co.uk/bidding/1198-prints-works-on-paper-1500-2026-1091/121-andy-warhol-1928-1987-in-the-bottom-of-my-garden-one-plate-164010,164010,clear,no 'edition of N' in the note,
forum-164011-er,2,Andy Warhol,,Offset lithograph hand-finished with watercolour,False,False,,2026-03-31,https://www.forumauctions.co.uk/bidding/1198-prints-works-on-paper-1500-2026-1091/122-andy-warhol-1928-1987-in-the-bottom-of-my-garden-one-plate-164011,164011,clear,no 'edition of N' in the note,
forum-164012-er,8,Andy Warhol,,Offset lithograph hand-finished with watercolour,False,False,,2026-03-31,https://www.forumauctions.co.uk/bidding/1198-prints-works-on-paper-1500-2026-1091/123-andy-warhol-1928-1987oysters-a-la-harriman-from-wild-164012,164012,clear,no 'edition of N' in the note,
forum-164021-er,8,Keith Haring,,Screenprint in gold ink on canvas,True,False,,2026-03-31,https://www.forumauctions.co.uk/bidding/1198-prints-works-on-paper-1500-2026-1091/27-keith-haring-1958-1990nbspportrait-of-joseph-beuys-deluxe-164021,164021,clear,no 'edition of N' in the note,numbered from the deluxe edition of XXX
forum-164026-er,4,Anthony Fry,Krishna in the Tree,Etching with carborundum printed in colours,True,True,380.0,2026-03-31,https://www.forumauctions.co.uk/bidding/1198-prints-works-on-paper-1500-2026-1091/155-anthony-fry-1927-2016-krishna-in-the-tree-164026,164026,clear,no 'edition of N' in the note,a printer's proof aside from the edition of unknown size
forum-164027-er,4,Gillian Ayres,Untitled (see Cristea 22 & 23),Etching with aquatint and carborundum,True,True,800.0,2026-03-31,https://www.forumauctions.co.uk/bidding/1198-prints-works-on-paper-1500-2026-1091/145-gillian-ayres-1930-2018untitled-see-cristea-22-amp-23-164027,164027,clear,no 'edition of N' in the note,proof aside from the respective editions of 16
forum-164069-er,8,Various Artists,Extra Magazine No.5,The complete volume,False,False,,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/19-various-artistsnbsp-extra-magazine-no5-164069,164069,clear,no 'edition of N' in the note,
forum-164078-er,8,Pierre-Auguste Renoir,,Etching with drypoint,False,True,1000.0,2026-03-31,https://www.forumauctions.co.uk/bidding/1198-prints-works-on-paper-1500-2026-1091/273-pierre-auguste-renoir-1841-1919sur-la-plage-agrave-berneval-164078,164078,clear,no 'edition of N' in the note,
forum-164188-er,8,David Hockney,,Offset lithograph,False,True,700.0,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/65-david-hockney-b1937little-boodge-164188,164188,clear,no 'edition of N' in the note,
forum-164397-er,4,Josef Herman,Drawings: Six Lithographic Prints,The complete portfolio,False,True,150.0,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/263-josef-herman-1911-2000drawings-six-lithographic-prints-164397,164397,clear,no 'edition of N' in the note,
forum-164402-er,8,Yoshitomo Nara,Doramichan's Ribbon Was Taken By Gian,Offset lithograph in colours,False,False,,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/88-yoshitomo-nara-b1959doramichans-ribbon-was-taken-by-gian-164402,164402,clear,no 'edition of N' in the note,
forum-164513-er,2,Damien Hirst,,Enamel paint on paper,True,True,2600.0,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/54-damien-hirst-b1965sorry-to-disappoint-from-the-currency-164513,164513,clear,no 'edition of N' in the note,
forum-164669-er,8,Christopher Wool and Felix Gonzalez-Torres,,Digital pigment print,False,True,180.0,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/131-christopher-wool-b-1955-amp-felix-gonzalez-torres-1957-164669,164669,clear,no 'edition of N' in the note,
forum-164670-er,4,Connor Brothers,"August is a wicked month, from The Lockdown Series",Mixed media with acrylic,True,True,550.0,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/124-the-connor-brothers-b1968-august-is-a-wicked-month-from-the-164670,164670,clear,no 'edition of N' in the note,
forum-164671-er,2,Connor Brothers,We Must Be Careful About What We Pretend To Be,Hand-painted vintage paperback with screenprint,True,True,480.0,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/125-the-connor-brothers-b1968we-must-be-careful-about-what-we-164671,164671,confirm,note: from the edition of 2,from the edition of 2
forum-164672-er,2,David Shrigley,I Feel Really Bad About This,Screenprint in colours,False,False,,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/110-david-shrigley-b1968-i-feel-really-bad-about-this-164672,164672,clear,no 'edition of N' in the note,
forum-164676-er,2,Conroy Maddox,,Pen and ink on card,True,True,450.0,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/295-conroy-maddox-1912-2005standing-figure-with-masknbsp-164676,164676,clear,no 'edition of N' in the note,
forum-164680-er,8,Stik,Holding Hands (Orange),Offset lithograph printed in colours,True,True,1000.0,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/152-stik-b1979holding-hands-orange-164680,164680,clear,no 'edition of N' in the note,
forum-164753-er,4,Henri de Toulouse-Lautrec,,Lithograph printed in black olive-green,False,False,,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/332-henri-toulouse-lautrec-1864-1901-afterzamboula-polka-164753,164753,clear,no 'edition of N' in the note,
forum-164786-er,8,Various Artists,,Two complete portfolios,True,True,700.0,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/214-various-artistsroyal-college-of-art-printmaking-portfolio-164786,164786,clear,no 'edition of N' in the note,numbered from the editions of 50
forum-164814-er,8,Pablo Picasso,Composition,Lithograph printed in colours,False,True,350.0,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/312-pablo-picasso-1881-1973composition-164814,164814,clear,no 'edition of N' in the note,
forum-165115-er,4,Tim Rollins & Kids of Survival,Pinocchio (After Carlo Collodi),Wood,False,False,,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/134-tim-rollins-1955-2017-amp-kids-of-survivalpinocchio-after-165115,165115,clear,no 'edition of N' in the note,
forum-165119-er,8,Chris Levine,"Kate Moss, She's Light (Dots)",Archival inkjet print with screenprint in colours,False,False,,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/70-chris-levine-b1960kate-moss-shes-light-dots-165119,165119,clear,no 'edition of N' in the note,
forum-165125-er,4,Julian Opie,,Two screenprints in colours and a lenticular postcard,False,False,,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/95-julian-opie-b1958-female-and-male-tourist-amp-walking-165125,165125,clear,no 'edition of N' in the note,
forum-165126-er,4,Julian Opie,,Digital print in colours on card,False,True,170.0,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/96-julian-opie-b1958village-165126,165126,clear,no 'edition of N' in the note,
forum-165134-er,4,Ben Nicholson,,Etching with plate tone,False,True,200.0,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/249-ben-nicholson-1894-1982nbspcourt-of-honour-urbino-ac45-165134,165134,clear,no 'edition of N' in the note,
forum-165202-er,4,Fernand Léger,,Lithograph printed in colours,False,True,320.0,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/302-fernand-leacuteger-1881-1955-after-les-soldats-from-la-ville-165202,165202,clear,no 'edition of N' in the note,
forum-165203-er,8,Fernand Léger,,Lithograph printed in colours,False,True,300.0,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/303-fernand-leacuteger-1881-1955-after-la-marchande-doiseaux-165203,165203,clear,no 'edition of N' in the note,
forum-165205-er,4,Fernand Léger,,Lithograph printed in colours,False,True,350.0,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/305-fernand-leacuteger-1881-1955-after-la-piscine-from-la-ville-165205,165205,clear,no 'edition of N' in the note,
forum-165206-er,4,Fernand Léger,,Lithograph printed in colours,False,True,260.0,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/306-fernand-leacuteger-1881-1955-after-les-nuages-from-la-ville-165206,165206,clear,no 'edition of N' in the note,
forum-165210-er,4,Joan Miró,,Lithograph printed in colours,False,False,,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/309-joan-miroacute-1893-1983-leacuteteacute-from-verve-165210,165210,clear,no 'edition of N' in the note,
forum-165277-er,8,Pierre-Auguste Renoir,,Lithograph,False,False,,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/321-pierre-auguste-renoir-1841-1919-richard-wagner-stella-33-165277,165277,clear,no 'edition of N' in the note,
forum-165324-er,8,Marc Vaux,,Pen,True,True,380.0,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/238-marc-vaux-b1932untitled-165324,165324,clear,no 'edition of N' in the note,
forum-165388-er,2,Joe Tilson,,Woodcut,True,True,100.0,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/190-joe-tilson-1928-2023untitled-165388,165388,clear,no 'edition of N' in the note,
forum-165390-er,2,Joe Tilson,,Etching with aquatint and carborundum printed in colours,True,True,160.0,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/192-joe-tilson-1928-2023-untitled-165390,165390,clear,no 'edition of N' in the note,
forum-165391-er,8,Joe Tilson,,Etching with aquatint and carborundum printed in colours,True,True,170.0,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/182-joe-tilson-1928-2023-untitled-165391,165391,clear,no 'edition of N' in the note,
forum-165394-er,8,Joe Tilson,,Acrylic and sand on wove paper,False,True,550.0,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/179-joe-tilson-1928-2023untitled-dionysos-165394,165394,clear,no 'edition of N' in the note,
forum-165480-er,4,Louise Bourgeois,,The book,True,True,2800.0,2026-07-15,https://www.forumauctions.co.uk/bidding/10012-the-10th-anniversary-fine-prints-works-1100/15-louise-bourgeois-1911-2010louise-bourgeois-deconstruction-165480,165480,clear,no 'edition of N' in the note,
forum-165488-er,8,Edgar Degas,,The original cancelled copper plate for the etching,False,True,18000.0,2026-07-15,https://www.forumauctions.co.uk/bidding/10012-the-10th-anniversary-fine-prints-works-1100/179-edgar-degas-1834-1917nbsploges-dactrices-actrices-in-their-165488,165488,clear,no 'edition of N' in the note,
forum-165489-er,4,Edgar Degas,,The original cancelled copper plate for the etching,False,True,4500.0,2026-07-15,https://www.forumauctions.co.uk/bidding/10012-the-10th-anniversary-fine-prints-works-1100/180-edgar-degas-1834-1917nbspon-stage-i-see-delteil-33-reed-and-165489,165489,clear,no 'edition of N' in the note,
forum-165490-er,4,Edgar Degas,,The original cancelled copper plate for the etching,False,True,6000.0,2026-07-15,https://www.forumauctions.co.uk/bidding/10012-the-10th-anniversary-fine-prints-works-1100/181-edgar-degas-1834-1917nbspthe-little-dressing-room-see-165490,165490,clear,no 'edition of N' in the note,
forum-165572-er,8,Anthony Eyton,,Two etchings with aquatint printed in colours,True,True,30.0,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/223-anthony-eyton-b1923-rough-sea-amp-people-on-a-beach-165572,165572,clear,no 'edition of N' in the note,proof impression aside from the editions of varying sizes
forum-165573-er,4,Oleg Kudryashov,,Three etchings with aquatint,True,True,320.0,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/265-oleg-kudryashov-1932-2022untitled-2360-untitled-2361-amp-165573,165573,clear,no 'edition of N' in the note,proof impressions aside from the editions of varying sizes
forum-165574-er,4,John D. Edwards,Sunset and Bridge at Sundown,One etching and one lithograph printed in colours,True,True,50.0,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/221-john-d-edwards-b1952sunset-and-bridge-at-sundown-165574,165574,clear,no 'edition of N' in the note,Proof' in pencil respectively
forum-165609-er,2,David Inshaw,"Esther's Hat and Julia's Hat, Sharon's Hat & Sharon's Face",Four etchings,True,False,,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/236-david-inshaw-b1943esthers-hat-and-julias-hat-sharons-hat-165609,165609,clear,no 'edition of N' in the note,artist's proofs and two printer's proofs aside from the editions of 20
forum-165613-er,8,John Bellany,,Etching with aquatint,True,True,90.0,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/215-john-bellany-1942-2013untitled-gypsy-165613,165613,clear,no 'edition of N' in the note,
forum-165614-er,8,David Inshaw,,Six etchings with aquatint,True,True,100.0,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/237-david-inshaw-b1943-group-of-6-prints-165614,165614,clear,no 'edition of N' in the note,
forum-165617-er,2,Paul Hempton,,Etching with aquatint printed in colours,True,True,90.0,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/230-paul-hempton-b1946-first-light-165617,165617,clear,no 'edition of N' in the note,
forum-165620-er,8,Michael Heindorff,,Four etchings with carborundum printed in colours hand-finished in acrylic,True,False,,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/227-michael-heindorff-b1949-paris-woman-hand-feet-and-dove-165620,165620,clear,no 'edition of N' in the note,
forum-165629-er,2,Richard Avedon,The Beatles August 11th 1967,The scarce set of five lithographic posters,False,True,850.0,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/171-richard-avedon-1923-2004nbspthe-beatles-august-11th-1967-165629,165629,clear,no 'edition of N' in the note,
forum-165666-er,8,Ann Christopher,,Two etchings with aquatint,True,True,160.0,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/240-ann-christopher-b1947two-prints-165666,165666,clear,no 'edition of N' in the note,
forum-165668-er,8,Luke Piper,,Etching with aquatint printed in colours,True,True,20.0,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/258-luke-piper-b1966untitled-165668,165668,clear,no 'edition of N' in the note,Proof 2' in pencil
forum-165669-er,8,John Furnival,,Two etchings with aquatint,True,True,100.0,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/224-john-furnival-1933-2020ant-on-bruckner-amp-mr-lear-165669,165669,clear,no 'edition of N' in the note,Proof' in pencil
forum-165707-er,8,Roy Lichtenstein,,Screenprint in colours,False,True,480.0,2026-06-17,https://www.forumauctions.co.uk/bidding/100003-modern-contemporary-editions-1092/18-roy-lichtenstein-1923-1997kunsthalle-berne-suisse-doumlring-165707,165707,clear,no 'edition of N' in the note,
forum-165708-er,8,Damien Hirst,,Offset lithograph in colours,True,True,70.0,2026-06-17,https://www.forumauctions.co.uk/bidding/100003-modern-contemporary-editions-1092/80-damien-hirst-b1965end-of-an-era-signed-poster-165708,165708,clear,no 'edition of N' in the note,
forum-165711-er,8,David Hockney,,Offset lithograph,False,False,,2026-06-17,https://www.forumauctions.co.uk/bidding/100003-modern-contemporary-editions-1092/81-david-hockney-b1937little-boodge-165711,165711,clear,no 'edition of N' in the note,
forum-165734-er,4,Mr Doodle (Sam Cox),,Spray paint on canvas,True,False,,2026-06-17,https://www.forumauctions.co.uk/bidding/100003-modern-contemporary-editions-1092/4-mr-doodle-b1994flash-buzz-165734,165734,clear,no 'edition of N' in the note,
forum-165750-er,2,Damien Hirst,Cherry Blossoms Book with Butterfly Drawing,The book,True,False,,2026-06-17,https://www.forumauctions.co.uk/bidding/100003-modern-contemporary-editions-1092/76-damien-hirst-b1965cherry-blossoms-book-with-butterfly-165750,165750,clear,no 'edition of N' in the note,
forum-165797-er,8,Paul Cézanne,,Etching,False,True,150.0,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/315-paul-ceacutezanne-1839-1906guillaumin-au-pendu-cherpin-2-165797,165797,clear,no 'edition of N' in the note,
forum-165806-er,4,Pierre-Auguste Renoir,"Femme nue couchée, tournée à droite (Delteil 14; Stella 14)",Drypoint,False,False,,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/324-pierre-auguste-renoir-1841-1919-femme-nue-coucheacutee-165806,165806,clear,no 'edition of N' in the note,
forum-165807-er,8,Pierre-Auguste Renoir,Baigneuse debout à mi-jambes (Delteil; Stella 23),Etching with plate tone,False,True,700.0,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/325-pierre-auguste-renoir-1841-1919-baigneuse-debout-agrave-mi-165807,165807,clear,no 'edition of N' in the note,
forum-165808-er,8,Pierre-Auguste Renoir,,Drypoint,False,True,600.0,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/326-pierre-auguste-renoir-1841-1919le-chapeau-eacutepingleacute-165808,165808,clear,no 'edition of N' in the note,
forum-165810-er,8,Pierre-Auguste Renoir,,Etching,False,False,,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/327-pierre-auguste-renoir-1841-1919-le-fleuve-scamandre-delteil-165810,165810,clear,no 'edition of N' in the note,
forum-165820-er,4,Henri Matisse,,Linocut,False,False,,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/308-henri-matisse-1869-1954-teeny-duthuit-723-165820,165820,clear,no 'edition of N' in the note,
forum-165853-er,4,Pierre-Auguste Renoir,,Etching with drypoint,False,False,,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/328-pierre-auguste-renoir-1841-1919-berthe-morisot-delteil-165853,165853,clear,no 'edition of N' in the note,
forum-165856-er,4,David Hockney,Dog 43,Offset lithograph printed in colours,False,True,280.0,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/64-david-hockney-b1937-dog-43-165856,165856,clear,no 'edition of N' in the note,
forum-165857-er,8,Francis Bacon,Derrière le Miroir No.162,The complete issue,False,True,700.0,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/11-francis-bacon-1909-1992-derriegravere-le-miroir-no162-165857,165857,clear,no 'edition of N' in the note,
forum-165882-er,8,Marc Chagall . Charles Sorlier,,The book,False,True,1100.0,2026-06-17,https://www.forumauctions.co.uk/bidding/100003-modern-contemporary-editions-1092/221-marc-chagall-1887-1985illustrations-pour-la-bible-verve-vol-165882,165882,clear,no 'edition of N' in the note,
forum-165901-er,8,Richard Avedon,"The Beatles, August 11th 1967",Four offset lithographs in colours,False,False,,2026-06-17,https://www.forumauctions.co.uk/bidding/100003-modern-contemporary-editions-1092/53-richard-avedon-1923-2004-the-beatles-august-11th-1967-165901,165901,clear,no 'edition of N' in the note,
forum-165907-er,2,Pierre-Auguste Renoir,Baigneuse Assise (Delteil 11; Stella 11),Softground etching,False,False,,2026-06-17,https://www.forumauctions.co.uk/bidding/100003-modern-contemporary-editions-1092/233-pierre-auguste-renoir-1841-1919-baigneuse-assise-delteil-11-165907,165907,clear,no 'edition of N' in the note,
forum-165909-er,8,Jenny Holzer,Men Don't Protect You Anymore & Expiring For Love Is Beautiful But Stupid,Two digital prints in red on wood,False,True,160.0,2026-06-17,https://www.forumauctions.co.uk/bidding/100003-modern-contemporary-editions-1092/101-jenny-holzer-b1950men-dont-protect-you-anymore-amp-expiring-165909,165909,clear,no 'edition of N' in the note,
forum-166130-er,2,Edward Bawden,,Pen and ink,True,False,,2026-06-17,https://www.forumauctions.co.uk/bidding/100003-modern-contemporary-editions-1092/162-edward-bawden-1903-1989-the-apocraypha-166130,166130,clear,no 'edition of N' in the note,
forum-166131-er,8,Edward Bawden,,Pen,False,False,,2026-06-17,https://www.forumauctions.co.uk/bidding/100003-modern-contemporary-editions-1092/160-edward-bawden-1903-1989-study-of-portugal-possibly-rossio-166131,166131,clear,no 'edition of N' in the note,
forum-166132-er,8,Edward Bawden,,Pen,True,True,300.0,2026-06-17,https://www.forumauctions.co.uk/bidding/100003-modern-contemporary-editions-1092/164-edward-bawden-1903-1989-illustration-for-lady-filmy-fern-166132,166132,clear,no 'edition of N' in the note,
forum-166139-er,4,Edward Bawden,,Pen,True,True,650.0,2026-06-17,https://www.forumauctions.co.uk/bidding/100003-modern-contemporary-editions-1092/157-edward-bawden-1903-1989-landscape-with-tree-166139,166139,clear,no 'edition of N' in the note,
forum-166143-er,4,Paul Cézanne,,Etching,False,True,190.0,2026-06-17,https://www.forumauctions.co.uk/bidding/100003-modern-contemporary-editions-1092/230-paul-ceacutezanne-1839-1906guillaumin-au-pendu-cherpin-2-166143,166143,clear,no 'edition of N' in the note,
forum-166146-er,8,Edward Bawden,,Linocut printed in colours,True,True,280.0,2026-06-17,https://www.forumauctions.co.uk/bidding/100003-modern-contemporary-editions-1092/168-edward-bawden-1903-1989-our-family-ii-mg188-166146,166146,clear,no 'edition of N' in the note,artist's proof'
forum-166156-er,8,James McQueen,My Castle My Rules (Door) (Original Painting),Mixed media on vintage door,True,True,17000.0,2026-05-13,https://www.forumauctions.co.uk/bidding/100006-modern-contemporary-editions-1098/112-james-mcqueen-b1977-my-castle-my-rules-door-original-166156,166156,clear,no 'edition of N' in the note,
forum-166354-er,2,Tom Wesselmann,,Screenprint in colours,True,False,,2026-06-17,https://www.forumauctions.co.uk/bidding/100003-modern-contemporary-editions-1092/41-tom-wesselmann-1931-2004-great-american-nude-for-banner-166354,166354,clear,no 'edition of N' in the note,
forum-166355-er,4,Helen Phillips,,Etching printed in colours,True,False,,2026-06-17,https://www.forumauctions.co.uk/bidding/100003-modern-contemporary-editions-1092/203-helen-phillips-1913-1995-adam-et-eve-de-lrsquoardegraveche-166355,166355,clear,no 'edition of N' in the note,
forum-166358-er,8,Helen Phillips,,Etching printed in colours,True,True,200.0,2026-06-17,https://www.forumauctions.co.uk/bidding/100003-modern-contemporary-editions-1092/202-helen-phillips-1913-1995-growth-iv-croissance-iv-story-105-166358,166358,clear,no 'edition of N' in the note,
forum-166360-er,4,Tom Wesselmann,Drawing for Two Nudes,Pen and ink on tracing paper,True,True,3600.0,2026-06-17,https://www.forumauctions.co.uk/bidding/100003-modern-contemporary-editions-1092/16-tom-wesselmann-1931-2004-drawing-for-two-nudes-166360,166360,clear,no 'edition of N' in the note,
forum-166364-er,4,Helen Phillips,,Engraving,True,True,160.0,2026-06-17,https://www.forumauctions.co.uk/bidding/100003-modern-contemporary-editions-1092/204-helen-phillips-1913-1995untitled-closing-forms-166364,166364,clear,no 'edition of N' in the note,
forum-166459-er,8,Francois Morellet,,Offset lithograph in colours,False,True,200.0,2026-06-17,https://www.forumauctions.co.uk/bidding/100003-modern-contemporary-editions-1092/123-franccedilois-morellet-1926-2016untitled-166459,166459,clear,no 'edition of N' in the note,
forum-166460-er,8,Kim Lim,Abstract,Woodcut in silver,False,False,,2026-06-17,https://www.forumauctions.co.uk/bidding/100003-modern-contemporary-editions-1092/181-kim-lim-1936-1997abstract-166460,166460,clear,no 'edition of N' in the note,
forum-166538-er,8,Alan Davie,,Offset lithograph printed in colours,False,True,70.0,2026-06-17,https://www.forumauctions.co.uk/bidding/100003-modern-contemporary-editions-1092/176-alan-davie-1920-2014-motif-7-166538,166538,clear,no 'edition of N' in the note,
forum-166540-er,8,Allan Kaprow,Days Off: A Calendar of Happenings,Offset lithographs on newspaper,False,True,50.0,2026-06-17,https://www.forumauctions.co.uk/bidding/100003-modern-contemporary-editions-1092/92-allan-kaprow-b1927-days-off-a-calendar-of-happenings-166540,166540,clear,no 'edition of N' in the note,
forum-166541-er,8,Andy Warhol,William College Museum of Art,Offset lithograph printed in colours,False,False,,2026-06-17,https://www.forumauctions.co.uk/bidding/100003-modern-contemporary-editions-1092/38-andy-warhol-1928-1987-william-college-museum-of-art-166541,166541,clear,no 'edition of N' in the note,
