institution,accessionNumber,title,rawMedium
Centre national des arts plastiques,FNAC 1396,La Famille Brunswick,
Centre national des arts plastiques,FNAC 9507,(Sans titre),Gravure
Centre national des arts plastiques,FNAC 19637 (1),Les Jardins,Gravure sur papier
Centre national des arts plastiques,FNAC 31166 (1),M,Estampage
Centre national des arts plastiques,FNAC 13151 (1à20),Portrait de Georges Washington,
Centre national des arts plastiques,FNAC 7244,Femme aux deux chèvres,Gravure
Centre national des arts plastiques,FNAC 28601,Plan de Paris divisé en 16 quartiers,
Centre national des arts plastiques,FNAC 29430,Navires,
Centre national des arts plastiques,FNAC 28810,Les portes de printemps,
Centre national des arts plastiques,FNAC 28698,La philosophie,
Centre national des arts plastiques,FNAC 29444,(Sans titre),
Centre national des arts plastiques,FNAC 28866,Vue de la cour du Cheval blanc de Fontainebleau,Gravure
Centre national des arts plastiques,FNAC 28883,Suite byzantine,Gravure
Centre national des arts plastiques,FNAC 28726,Vue du Louvre,
Centre national des arts plastiques,FNAC 29583,(Sans titre),
Centre national des arts plastiques,FNAC 28776,Duo duel,Planche gravée
Centre national des arts plastiques,FNAC 28884,Méridienne,
Centre national des arts plastiques,FNAC 28808,Le chardon,Gypsographie en couleurs
Centre national des arts plastiques,FNAC 29586,Sans titre,
Centre national des arts plastiques,FNAC 29434,Paysage d'Ile de France,Estampe
Centre national des arts plastiques,FNAC 28377,(Sans titre),
Centre national des arts plastiques,FNAC 29201,(Sans titre),Gravure en couleur
Centre national des arts plastiques,FNAC 28991,L'étang,Gravure
Centre national des arts plastiques,FNAC 28605,Poliakoff,
Centre national des arts plastiques,FNAC 29443,(Sans titre),
Centre national des arts plastiques,FNAC 28710,Les Signes du Zodiaque,
Centre national des arts plastiques,FNAC 28900,Bal masqué II,
Centre national des arts plastiques,FNAC 28725,Vue du Louvre,
Centre national des arts plastiques,FNAC 29366,Arc en ciel,Estampe
Centre national des arts plastiques,FNAC 28767,Planche D,
Centre national des arts plastiques,FNAC 28575,Le siège d'Arras,
Centre national des arts plastiques,FNAC 28887,(Sans titre),Gravure
Centre national des arts plastiques,FNAC 29420,Vue de Quimperlé,
Centre national des arts plastiques,FNAC 28481,Les amaryllis,Gravure
Centre national des arts plastiques,FNAC 29421,L'arrivée de la diligence,
Centre national des arts plastiques,FNAC 29585,Sans titre,
Centre national des arts plastiques,FNAC 28762,Composition,
Centre national des arts plastiques,FNAC 28603,Composition,
Centre national des arts plastiques,FNAC 28768,(Sans titre),Planche gravée
Centre national des arts plastiques,FNAC 28935,L'Ile Royale,Gravure
Centre national des arts plastiques,FNAC 28455,Automne,Gravure en couleur
Centre national des arts plastiques,FNAC 28769,(Sans titre),
Centre national des arts plastiques,FNAC 28867,Vue de l'étang de Fontainebleau,Gravure
Centre national des arts plastiques,FNAC 28454,La Plage,Gravure en couleur
Centre national des arts plastiques,FNAC 29569,(Sans titre),
Centre national des arts plastiques,FNAC 29424,Sampiero Corso,
Centre national des arts plastiques,FNAC 28452,Automne en forêt,Gravure en couleurs
Centre national des arts plastiques,FNAC 29390,Paon,Estampe
Centre national des arts plastiques,FNAC 28703,Obsession,
Centre national des arts plastiques,FNAC 28727,Vue du Louvre,
Centre national des arts plastiques,FNAC 28572,Vue du château de Versailles côté Orangerie,
Centre national des arts plastiques,FNAC 28885,(Sans titre),
Centre national des arts plastiques,FNAC 28705,Composition n°3,
Centre national des arts plastiques,FNAC 28771,Eure,
Centre national des arts plastiques,FNAC 28855,Papillon terrible,Estampage en couleur sur papier vélin d'Arches
Centre national des arts plastiques,FNAC 29214,Jutland,
Centre national des arts plastiques,FNAC 28704,Contrainte,
Centre national des arts plastiques,FNAC 29568,(Sans titre),Gravure
Centre national des arts plastiques,FNAC 28893,Composition,
Centre national des arts plastiques,FNAC 28774,Bleu à lignes blanches,
Centre national des arts plastiques,FNAC 28728,Vue du Louvre,
Centre national des arts plastiques,"FNAC 28753, GMTB 198 000",Portrait de Monseigneur Beauvau,Gravure
Centre national des arts plastiques,FNAC 28770,Eternité,
Centre national des arts plastiques,FNAC 29423,Panorama de Saint-Malo vu du Grand-Bé,
Centre national des arts plastiques,FNAC 28993,L'espace et la danse,Gravure
Centre national des arts plastiques,FNAC 94026 (8),Selbstbildnis (Autoportrait),Criblé au pointet en couleur (3 plaques)
Centre national des arts plastiques,FNAC 20541,La Cité et le Pont-Neuf,
Centre national des arts plastiques,FNAC 20023,(Sans titre),Planche gravée
Centre national des arts plastiques,FNAC 20391,Le diplôme gravé de bachelier,Planche gravée
Centre national des arts plastiques,FNAC 20355,Vue du château de Blois,Planche gravée
Centre national des arts plastiques,FNAC 20201,La moisson,
Centre national des arts plastiques,FNAC 20026,Vue de Paris,Gravure
Centre national des arts plastiques,FNAC 20319,Ailes déployées,Gravure
Centre national des arts plastiques,FNAC 19989,Nu sous bois,Plaque gravée
Centre national des arts plastiques,FNAC 20202,L'arc de triomphe du Carrousel,Gravure
Centre national des arts plastiques,FNAC 20024,Vue de Paris,Gravure
Centre national des arts plastiques,FNAC 20320,Paysage de ruines à Orléans,
Centre national des arts plastiques,FNAC 20200,L'hiver,Gravure
Centre national des arts plastiques,FNAC 19995,L'arbre penderet,
Centre national des arts plastiques,FNAC 20101,Saint Jérôme,Gravure
Centre national des arts plastiques,FNAC 20027,Vue de Paris,Gravure
Centre national des arts plastiques,FNAC 20540,Roses et volumes géométriques,Gravure
Centre national des arts plastiques,FNAC 20278,Fleurs du Mal,
Centre national des arts plastiques,FNAC 20518,(Sans titre),
Centre national des arts plastiques,FNAC 20025,Vue de Paris,Gravure
Centre national des arts plastiques,FNAC 19984,La petite bretonne,
Centre national des arts plastiques,FNAC 20504,(Sans titre),
Centre national des arts plastiques,FNAC 20552,La Cité,
Centre national des arts plastiques,FNAC 6637,Nymphes,
Centre national des arts plastiques,"FNAC 5993, EST PE 406",Les G.V.C.,
Centre national des arts plastiques,FNAC 6675,Le Pont Neuf,
Centre national des arts plastiques,FNAC 6173,Hommage au Président Wilson,Gravure
Centre national des arts plastiques,"FNAC 5999 (1 à 10), EST PE 408",Permissionnaires,Xylogravure
Centre national des arts plastiques,FNAC 5869,Bataille de la Marne,
Centre national des arts plastiques,FNAC 6638,Nymphes,
Centre national des arts plastiques,FNAC 6674,L'Eglise Saint Mathieu à Morlaix,
Centre national des arts plastiques,FNAC 21158,Ferme et nuages,
Centre national des arts plastiques,FNAC 21343,Les mains,
Centre national des arts plastiques,FNAC 21150,Oiseau,
Centre national des arts plastiques,FNAC 21516,Vézelay,
Centre national des arts plastiques,FNAC 20896,(Sans titre),
Centre national des arts plastiques,FNAC 21213,Chateaubriand,Plaque gravée
Centre national des arts plastiques,FNAC 21157,Les nuages,
Centre national des arts plastiques,FNAC 20650,Les chevaux en Camargue,
Centre national des arts plastiques,FNAC 20806,Un faisan,Plaque gravée
Centre national des arts plastiques,FNAC 20709,Nymphes au bord de l'eau,Plaque gravée
Centre national des arts plastiques,FNAC 20578,Les Cyprès,
Centre national des arts plastiques,FNAC 20805,Un lièvre,Plaque gravée
Centre national des arts plastiques,FNAC 21415,Souvenirs,
Centre national des arts plastiques,FNAC 20577,Promeneuses,
Centre national des arts plastiques,FNAC 20804,Une bécasse,Plaque gravée
Centre national des arts plastiques,FNAC 21153,Femme nue,
Centre national des arts plastiques,FNAC 21347,(Sans titre),Plaque gravée
Centre national des arts plastiques,FNAC 21515,Vézelay,Gravure
Centre national des arts plastiques,FNAC 21152,Paysage,
Centre national des arts plastiques,FNAC 21385,Portrait de femme,
Centre national des arts plastiques,FNAC 21430,Macrocosme,
Centre national des arts plastiques,FNAC 21154,Oeillets d'Inde et fleurs des champs,
Centre national des arts plastiques,FNAC 20839,L'hiver,Gravure
Centre national des arts plastiques,FNAC 20957,(Sans titre),Planche gravée
Centre national des arts plastiques,FNAC 20576,Le Petit bouquet,
Centre national des arts plastiques,FNAC 20958,(Sans titre),Planche gravée
Centre national des arts plastiques,FNAC 21155,Jas de Bouffan,gravure
Centre national des arts plastiques,FNAC 20575,L'Allée au soleil,
Centre national des arts plastiques,FNAC 20717,La guirlande de Julie,
Centre national des arts plastiques,FNAC 21297,Grande vue d'Amsterdam,
Centre national des arts plastiques,FNAC 30456,VI,Gravure
Centre national des arts plastiques,FNAC 30316,Beau fixe,
Centre national des arts plastiques,FNAC 30072,Benthique,
Centre national des arts plastiques,FNAC 30173,Flots de mots,Gravure
Centre national des arts plastiques,FNAC 30118,Montagnes d'Israël,
Centre national des arts plastiques,FNAC 31052,F31,
Centre national des arts plastiques,FNAC 30470,Emeutes,Gravure
Centre national des arts plastiques,FNAC 30391,Plume dans la mer,
Centre national des arts plastiques,FNAC 31163 (1),Leïla,Estampage sur papier chiffon
Centre national des arts plastiques,FNAC 30174,Toi ou moi,Gravure
Centre national des arts plastiques,FNAC 30682,Contemplation,"Encre sur ciment, sur feutrine"
Centre national des arts plastiques,FNAC 30172,L'arbre de Bourdigny,Gravure
Centre national des arts plastiques,FNAC 30235,Les Trois matières,Gravure en creux en couleur sur papier vélin BFK Rives
Centre national des arts plastiques,FNAC 30177,Loterie,Gravure
Centre national des arts plastiques,FNAC 30171,Pandémonium,Gravure
Centre national des arts plastiques,FNAC 30680,Grâce,Estampe sur ciment
Centre national des arts plastiques,FNAC 31188,Rythme n°1,
Centre national des arts plastiques,FNAC 30315,Descriptif d'un âge nouveau,
Centre national des arts plastiques,FNAC 30969,Pasca,Estampe
Centre national des arts plastiques,FNAC 30314,Sous contrôle,
Centre national des arts plastiques,FNAC 30304,Kleiner zyklus,
Centre national des arts plastiques,FNAC 30671,Les bonbons d'hiver,Gravure
Centre national des arts plastiques,FNAC 31357,(Sans titre),
Centre national des arts plastiques,FNAC 30137,Faîte,"Gouge en 3 couleurs, sur vélin"
Centre national des arts plastiques,FNAC 30136,Petite baroque,"Gouge en 3 couleurs, sur vélin"
Centre national des arts plastiques,FNAC 31254,Géographie,
Centre national des arts plastiques,FNAC 31415,Emploi de matière 3000,
Centre national des arts plastiques,FNAC 30300,Eclipse,"Gouge en 4 couleurs, sur vélin"
Centre national des arts plastiques,FNAC 30666,Sans titre,Gravure
Centre national des arts plastiques,FNAC 31023,Tagebuch,
Centre national des arts plastiques,FNAC 31190,XXème siècle,
Centre national des arts plastiques,FNAC 31355,(Sans titre),
Centre national des arts plastiques,FNAC 30176,Ce qu'on gagne sur le manège,Gravure
Centre national des arts plastiques,FNAC 30067,Lune verte,"Gouge en 2 couleurs, sur vélin"
Centre national des arts plastiques,FNAC 31356,(Sans titre),
Centre national des arts plastiques,FNAC 30175,La dernière goutte,Gravure
Centre national des arts plastiques,FNAC 30115,L'ovita,
Centre national des arts plastiques,FNAC 31165 (1),Trois fleurs,Empreinte sur papier
Centre national des arts plastiques,FNAC 30669,(Sans titre),
Centre national des arts plastiques,FNAC 31358,(Sans titre),
Centre national des arts plastiques,FNAC 30317,Espace,
Centre national des arts plastiques,FNAC 31186,Avec moi-même n°9,
Centre national des arts plastiques,FNAC 30679,Monde autre,"Encre sur ciment, sur feutrine"
Centre national des arts plastiques,FNAC 30663,Crayon de couleur,
Centre national des arts plastiques,FNAC 30129,Soleil,
Centre national des arts plastiques,FNAC 30681,Eglise,Estampe sur ciment
Centre national des arts plastiques,FNAC 30127,La Terre,Gouge en 2 couleurs sur papier vélin d'Arches
Centre national des arts plastiques,FNAC 31416,Emploi de matière 3000,
Centre national des arts plastiques,FNAC 30301,Cosmos bleu,Gravure en creux en couleur sur papier vélin
Centre national des arts plastiques,FNAC 17073,Les Devins,
Centre national des arts plastiques,FNAC 18277,La toilette,
Centre national des arts plastiques,FNAC 18328,Marie Curie,Plaque gravée
Centre national des arts plastiques,FNAC 18195,"Village, région de Montoire",Plaque gravée
Centre national des arts plastiques,FNAC 18483,Le casse-croûte,
Centre national des arts plastiques,FNAC 18582,La repasseuse,
Centre national des arts plastiques,FNAC 18854,La batteuse,
Centre national des arts plastiques,FNAC 18282,Le boxeur,
Centre national des arts plastiques,FNAC 18327,Pierre Curie,Plaque gravée
Centre national des arts plastiques,FNAC 18649,La pluie,
Centre national des arts plastiques,FNAC 18477,Le Lac d'Aumesnil,
Centre national des arts plastiques,FNAC 18244,Arsonval,Plaque gravée
Centre national des arts plastiques,FNAC 17088,Le Quinquin,
Centre national des arts plastiques,FNAC 18278,La place de la Concorde,
Centre national des arts plastiques,FNAC 18467,Portrait d'Olivier de Serres,
Centre national des arts plastiques,FNAC 18971,Les Vosges,
Centre national des arts plastiques,FNAC 18283,Le départ cycliste,
Centre national des arts plastiques,FNAC 18399,Arsonval,
Centre national des arts plastiques,FNAC 18302,Le Retour du baptême,Plaque gravée
Centre national des arts plastiques,FNAC 18398,"Anvers, l'Escault",
Centre national des arts plastiques,FNAC 18045,La bergerie,Gravure
Centre national des arts plastiques,FNAC 17094,"Les trois ordres : l'église, le château, la campagne",Gravure
Centre national des arts plastiques,FNAC 18464,Jeune fille,
Centre national des arts plastiques,FNAC 18650,Louis XIV et la place des Victoires,
Centre national des arts plastiques,FNAC 18081,Paysage du Nord,
Centre national des arts plastiques,FNAC 18907,Tempête dans les mers du sud,Plaque gravée
Centre national des arts plastiques,FNAC 18965,Le moulin sur la digue,
Centre national des arts plastiques,FNAC 17090,Cour de ferme,
Centre national des arts plastiques,FNAC 18458,Le vieux sanglier,Estampe
Centre national des arts plastiques,FNAC 18517,La Rue aux chapeaux,
Centre national des arts plastiques,FNAC 18462,L'anse du Grebo,
Centre national des arts plastiques,FNAC 18972,La foire de Beynat,
Centre national des arts plastiques,FNAC 18453,Le quai de la Poissonnerie,
Centre national des arts plastiques,FNAC 18683,Pieta,Bois
Centre national des arts plastiques,FNAC 18485,Le faisan mort,
Centre national des arts plastiques,FNAC 18287,Combat de Jacob et de l'Ange,Planche gravée
Centre national des arts plastiques,FNAC 18043,Descente de Croix,
Centre national des arts plastiques,FNAC 18451,Retour du marché,
Centre national des arts plastiques,FNAC 18141,La Charrette,
Centre national des arts plastiques,FNAC 18161,Saint Eloi,Gravure
Centre national des arts plastiques,FNAC 18208,Toulon,Gravure
Centre national des arts plastiques,FNAC 18497,"Le bateau amiral ""Le soleil royal""",Plaque gravée
Centre national des arts plastiques,FNAC 18807,La ferme du renard,
Centre national des arts plastiques,FNAC 18086,La brouette,
Centre national des arts plastiques,FNAC 18809,La femme au chat,
Centre national des arts plastiques,FNAC 18958,Portrait de madame de Sévigné,
Centre national des arts plastiques,FNAC 18478,Laissez venir à moi les petits enfants,
Centre national des arts plastiques,FNAC 18046,Le Christ au Jardin des Oliviers,
Centre national des arts plastiques,FNAC 18496,Vers Quimperlé,
Centre national des arts plastiques,FNAC 18515,La grange,
Centre national des arts plastiques,FNAC 18799,Une petite route de France,gravure
Centre national des arts plastiques,FNAC 18974,La grand-mère,
Centre national des arts plastiques,FNAC 18319,L'inspiration,Plaque gravée
Centre national des arts plastiques,FNAC 17093,Souvenirs de Collioure,Gravure
Centre national des arts plastiques,FNAC 18154,La charrette de foin,
Centre national des arts plastiques,FNAC 18969,La soupe,
Centre national des arts plastiques,FNAC 18031,Paysage de Vénevelles,
Centre national des arts plastiques,FNAC 18666,Portrait de l'artiste,
Centre national des arts plastiques,FNAC 18055,"Provins, jardins rue de Hollande",
Centre national des arts plastiques,FNAC 18235,Le pardon de Sainte-Anne-la-Palud,Plaque gravée
Centre national des arts plastiques,FNAC 18867,La réddition de Breda,
Centre national des arts plastiques,FNAC 18719,"Rue du Colombier, Orléans",
Centre national des arts plastiques,FNAC 18236,"Le Pardon de Juch, Finistère",Plaque gravée
Centre national des arts plastiques,FNAC 17089,Loc Houarn,
Centre national des arts plastiques,FNAC 18514,Dolmens au clair de lune,
Centre national des arts plastiques,FNAC 18449,Environs de Chauvry (Seine-et-Oise),
Centre national des arts plastiques,FNAC 18804,Enfants,
Centre national des arts plastiques,FNAC 18484,Profil au bouquet,
Centre national des arts plastiques,FNAC 18510,Le Rhône à Avignon,
Centre national des arts plastiques,FNAC 18447,Effet de neige à la nuit tombante,
Centre national des arts plastiques,FNAC 18759,Les thoniers,
Centre national des arts plastiques,FNAC 18732,La rue aux chapeaux,
Centre national des arts plastiques,FNAC 18466,Portrait de Sully,
Centre national des arts plastiques,FNAC 18280,Les 1.500 metres,
Centre national des arts plastiques,FNAC 18687,Vue de Bordeaux,Plaque gravée
Centre national des arts plastiques,FNAC 18209,La place Saint-Sauveur à Dinan,Gravure
Centre national des arts plastiques,FNAC 18513,Un barque en hiver,
Centre national des arts plastiques,FNAC 18494,La Brie,
Centre national des arts plastiques,FNAC 18047,Place Saint-Augustin,
Centre national des arts plastiques,FNAC 18780,Le marché neuf,
Centre national des arts plastiques,FNAC 18061,Les Champs Elysées,
Centre national des arts plastiques,FNAC 18647,Le vieux chêne,
Centre national des arts plastiques,FNAC 18267,Combat de Jacob et de l'Ange,Plaque gravée
Centre national des arts plastiques,FNAC 18648,Pêche en barque,
Centre national des arts plastiques,FNAC 18808,Bords de l'Eure,
Centre national des arts plastiques,FNAC 18279,Le blé La chanson du blé,
Centre national des arts plastiques,FNAC 18058,L'orage,
Centre national des arts plastiques,FNAC 18211,La roulotte,
Centre national des arts plastiques,FNAC 18973,Les Deux faneurs,
Centre national des arts plastiques,FNAC 18806,Paysage,
Centre national des arts plastiques,FNAC 18450,La hutte de paille,
Centre national des arts plastiques,FNAC 18275,"Arronville, ou Le paysage au jaloux",
Centre national des arts plastiques,FNAC 18511,Effet d'orage,
Centre national des arts plastiques,FNAC 18495,Bras de mer de Merrien,
Centre national des arts plastiques,FNAC 18966,Moissons,
Centre national des arts plastiques,FNAC 18276,Le port de Boulogne,
Centre national des arts plastiques,FNAC 18056,La Fuite en Egypte,
Centre national des arts plastiques,FNAC 18805,Intérieur,
Centre national des arts plastiques,FNAC 17091,Démolitions rue Saint-Jacques,
Centre national des arts plastiques,FNAC 18452,Vue de Paris,
Centre national des arts plastiques,FNAC 18600,Vaches,
Centre national des arts plastiques,FNAC 18512,Le petit frère,
Centre national des arts plastiques,FNAC 18397,Bords de l'Eure,
Centre national des arts plastiques,FNAC 18059,Le Blavet,Gravure
Centre national des arts plastiques,FNAC 18516,Péniches,
Centre national des arts plastiques,FNAC 18281,Le départ des 100 metres,
Centre national des arts plastiques,FNAC 18576,Le piano,
Centre national des arts plastiques,FNAC 18057,Le banquet,
Centre national des arts plastiques,FNAC 18181,Portrait de Philippe Gaubert,
Centre national des arts plastiques,FNAC 18266,Victor Bérard,Plaque gravée
Centre national des arts plastiques,FNAC 18524,Un vaisseau du Grand Roi,Plaque gravée
Centre national des arts plastiques,FNAC 6165,Mouvements gestes expressions,
Centre national des arts plastiques,FNAC 6636,Nymphes,
Centre national des arts plastiques,FNAC PFH-3113 (4),"Fêtes du 75e anniversaire de l'Indépendance de la Belgique et de l'Exposition universelle de Liège, 1905",Estampe
Centre national des arts plastiques,FNAC PFH-5797 (1),"Armand Fallières, président de la République",Gravure
Centre national des arts plastiques,FNAC 10-579 (1 et 2),J'ai rêvé de l'avoir énorme pour te combler,Gravure sur plomb tirée sur papier Moulin du gué
Centre national des arts plastiques,FNAC 7223,"Les Tuileries, le Louvre, le Carrousel",Gravure en noir
Centre national des arts plastiques,FNAC 7703,Chapelle de l'hôtel de Cluny,
Centre national des arts plastiques,FNAC 7082,Pont de la Tournelle,Gravure
Centre national des arts plastiques,FNAC 7689,Intérieur turc,
Centre national des arts plastiques,FNAC 7346,La Roulotte,
Centre national des arts plastiques,FNAC 7706,Les Vieux chênes,Gravure
Centre national des arts plastiques,FNAC 7332,Le vieux clown s'habillant,
Centre national des arts plastiques,FNAC 6873,Le Nain tunisien,Gravure
Centre national des arts plastiques,FNAC 7097,Portrait de Maurice Barrès,
Centre national des arts plastiques,FNAC 7701,La chartreuse du Val d'Eura,Gravure
Centre national des arts plastiques,FNAC 7219,Notre-Dame au soleil,Gravure
Centre national des arts plastiques,"FNAC 2636, FNAC 7828",L'Arpète,Gravure en couleurs
Centre national des arts plastiques,FNAC 7428,Les aumônes de sainte Elisabeth,Gravure
Centre national des arts plastiques,FNAC 7222,Le petit canal prés de Strasbourg,
Centre national des arts plastiques,FNAC 7712,La Seine au Pont-Marie,
Centre national des arts plastiques,FNAC 7226,Port de Trouville,Gravure originale
Centre national des arts plastiques,FNAC 7334,La folle,
Centre national des arts plastiques,FNAC 7433,La Marne à Chessy,Gravure en couleurs
Centre national des arts plastiques,FNAC 7684,Anxiété,Gravure
Centre national des arts plastiques,FNAC 7228,La Bambara,Gravure
Centre national des arts plastiques,FNAC 7345,Petits mendiants à la vielle,
Centre national des arts plastiques,FNAC 7330,Le Noël du galvaudeux,
Centre national des arts plastiques,FNAC 7344,La Fuite en Egypte,
Centre national des arts plastiques,FNAC 7239,Village de pêcheurs,Gravure en couleurs
Centre national des arts plastiques,FNAC 7232,Hector Berlioz,Gravure originale en noir
Centre national des arts plastiques,FNAC 7343,Les mendiants,
Centre national des arts plastiques,FNAC 7338,Le Tourbillon de la vie,"Eau-f orte noir et blanc, sur vélin"
Centre national des arts plastiques,FNAC 7711,La Sainte Chapelle au Palais,
Centre national des arts plastiques,FNAC 7335,Le petit saltimbanque,
Centre national des arts plastiques,FNAC 7229,Etude de nu,gravure
Centre national des arts plastiques,FNAC 7707,Le camp Mangin,Gravure
Centre national des arts plastiques,FNAC 7234,Camille Saint-Saëns,Gravure
Centre national des arts plastiques,FNAC 6866,Portrait de Melle S.,Gravure
Centre national des arts plastiques,FNAC 7240,Usines sous la neige,Gravure
Centre national des arts plastiques,FNAC 6867,Chartèves à travers les peupliers,Gravure
Centre national des arts plastiques,FNAC 7336,La Vierge au galvaudeux,
Centre national des arts plastiques,FNAC 6874,Notre-Dame vue de Saint-Julien-le-Pauvre,Gravure
Centre national des arts plastiques,FNAC 7441,La laitière,
Centre national des arts plastiques,FNAC 7341,Le Christ aux bohémiens,
Centre national des arts plastiques,FNAC 7721,Les gerbes,Gravure en couleurs
Centre national des arts plastiques,FNAC 7337,Le goûter,
Centre national des arts plastiques,FNAC 7348,Les femmes grosses,
Centre national des arts plastiques,FNAC 7686,Beethoven,Gravure
Centre national des arts plastiques,FNAC 7702,Le buveur,
Centre national des arts plastiques,FNAC 7227,Kourouma,Gravure
Centre national des arts plastiques,FNAC 7709,Bouc italien,Gravure
Centre national des arts plastiques,FNAC 7708,Le porche de Saint Maclou à Rouen,Gravure
Centre national des arts plastiques,FNAC 7704,Cour d'honneur du musée de Cluny,Gravure
Centre national des arts plastiques,FNAC 7710,Jeune fille au repos,Gravure
Centre national des arts plastiques,"FNAC 2125, FNAC 7832",Sans gîte,Gravure couleur
Centre national des arts plastiques,FNAC 7221,Le Pont Marie,
Centre national des arts plastiques,FNAC 7705,La Tour des Remparts à Bayonne,
Centre national des arts plastiques,FNAC 7224,"Démolition, pont de la Tournelle, 1919",Gravure originale
Centre national des arts plastiques,FNAC 6872,Emoi,
Centre national des arts plastiques,FNAC 7682,(Sans titre),
Centre national des arts plastiques,FNAC 7231,Beethoven,Xylogravure
Centre national des arts plastiques,FNAC 30104,Femme de sable,
Centre national des arts plastiques,FNAC 31881,Carlos Gardel,Estampage sur papier
Centre national des arts plastiques,FNAC 19532 (13),(Sans titre),Gravure
Centre national des arts plastiques,FNAC 19532 (1),(Sans titre),Gravure
Centre national des arts plastiques,FNAC PFH-3208 (1),Gargouilles de Notre-Dame de Paris,Gravure
Centre national des arts plastiques,FNAC PFH-3206 (1),Le Garde-chasse,Gravure
Centre national des arts plastiques,FNAC PFH-8238 (1),Lectrices au cabinet des estampes,Gravure en couleur
Centre national des arts plastiques,FNAC PFH-2871 (1),La Kermesse,Gravure
Centre national des arts plastiques,FNAC PFH-3205 (1),Saint Sébastien,Gravure
Centre national des arts plastiques,FNAC 151,La Jeunesse,
Centre national des arts plastiques,FNAC 29686,Joyeux chant du ciel,Cuivre à la gouge et en couleur
Centre national des arts plastiques,FNAC 31649,(Sans titre),Gravure sur papier
Centre national des arts plastiques,FNAC 11178,Portrait de Courbet,Gravure
Centre national des arts plastiques,FNAC 11209,Le petit port,
Centre national des arts plastiques,"FNAC 16897 (3), OR PE 878 (3)",Deux soldats soutenant un pilote d'avion blessé,
Centre national des arts plastiques,"FNAC 16897 (2), OR PE 878 (2)",Le barbier,
Centre national des arts plastiques,FNAC 2020-0116 (2),(Sans titre),Impression sur papier (reproduction)
Centre national des arts plastiques,"FNAC 16949 (7), PE 857/EST 718 (7)",Deux hommes conversant (en couleur),"Xylogravure, aquarelle"
Centre national des arts plastiques,"FNAC 16949 (6), PE 857/EST 718 (6)",Deux hommes conversant,Xylogravure
Centre national des arts plastiques,"FNAC 16949 (8), PE 857/EST 718 (8)",Blois,Xylogravure
Centre national des arts plastiques,"FNAC 16949 (5), PE 857/EST 718 (5)",Allégorie,Xylogravure
Centre national des arts plastiques,"FNAC 16949 (3), PE 857/EST 718 (3)",Vieilles maisons de bois à Orléans,Xylogravure
Centre national des arts plastiques,"FNAC 16949 (9), PE 857/EST 718 (9)",Cathédrale d'Orléans (côté Est),Xylogravure
Centre national des arts plastiques,"FNAC 16949 (10), PE 857/EST 718 (10)",Le halage en Loire,Xylogravure
Centre national des arts plastiques,"FNAC 16949 (2), PE 857/EST 718 (2)",Strasbourg,Xylogravure
Centre national des arts plastiques,"FNAC 16949 (4), PE 857/EST 718 (4)",Vagabond,Xylogravure
Centre national des arts plastiques,FNAC 26370,Ecusson pour les menus de la Présidence française,Bois
Centre national des arts plastiques,FNAC 28607,Composition abstraite,
Centre national des arts plastiques,FNAC PFH-2794,Portrait d'Erasme,
Centre national des arts plastiques,FNAC 14119,Le Palais de Luxembourg,Plaque gravée
Centre national des arts plastiques,FNAC 14168,Hercule et Omphale,
Centre national des arts plastiques,FNAC PFH-8638,Les Premières funérailles,
Centre national des arts plastiques,FNAC 13823,Le Moulin d'Arumda,
Centre national des arts plastiques,FNAC 14074,Le Tsar et les Hussards de la Garde Impériale,Plaque gravée
Centre national des arts plastiques,FNAC 2015-0339,Mars et Diomède,
Centre national des arts plastiques,FNAC PFH-8302,La Muse Euterpe,
Centre national des arts plastiques,FNAC PFH-8811,Ensevelissement de sainte Geneviève,
Centre national des arts plastiques,FNAC PFH-8810,Mort de sainte Geneviève,
Centre national des arts plastiques,FNAC PFH-8789,Madame de Senonnes,
Centre national des arts plastiques,FNAC PFH-8349,Jules Ferry,
Centre national des arts plastiques,FNAC PFH-8344,Titus Rembrandt,
Centre national des arts plastiques,FNAC PFH-8347,L'Adoration des Mages,
Centre national des arts plastiques,FNAC 2015-0391,Sainte Marie l'Egyptienne,
Centre national des arts plastiques,FNAC PFH-8343,L'Adoration des Mages,
Centre national des arts plastiques,FNAC PFH-8354,Le Jugement du prix de l'arc,
Centre national des arts plastiques,FNAC PFH-8348,Le Christ,
Centre national des arts plastiques,FNAC PFH-8346,"Saint-Quentin pris d'assaut, l'exode",
Centre national des arts plastiques,FNAC PFH-8342,Portrait de vieillard,
Centre national des arts plastiques,FNAC PFH-8385,Portrait du Maréchal de Créqui enfant,
Centre national des arts plastiques,FNAC PFH-8386,Portrait de Rembrandt tête nue,
Centre national des arts plastiques,FNAC PFH-8383,Portrait de la marquise de Pompadour,
Centre national des arts plastiques,FNAC PFH-8382,Portrait d'homme,
Centre national des arts plastiques,FNAC PFH-8381,La Justice et la Vengeance divine poursuivant le Crime,
Centre national des arts plastiques,FNAC PFH-8384,Portrait de Lazare Carnot,
Centre national des arts plastiques,FNAC PFH-8628,Portrait de Meissonier,
Centre national des arts plastiques,FNAC PFH-8727,Portrait de Rembrandt et de sa femme Saskia,
Centre national des arts plastiques,FNAC PFH-8607,La Vierge et l'Enfant entourés de saint Jean-Baptiste enfant et de trois anges,
Centre national des arts plastiques,FNAC PFH-8606,Le Christ en croix entre les deux larrons,
